,Date,Temp_Mean,Temp_Min,Temp_Max,Dewpoint_Mean,Dewpoint_Min,Dewpoint_Max,U_Wind_Mean,V_Wind_Mean,Precipitation_Sum,Snowfall_Sum,SnowCover_Mean
0,2023-06-03,1.8602802623636363,-1.513861084,7.199731445,-3.348663885,-4.69750061,-2.448126221,0.025053544454545454,-0.6577259409999999,0.004557,0.0,99.97265625
1,2023-06-04,3.9927396138333333,-3.258566284,9.100579834,-1.90520261125,-5.135534668,0.460702515,-0.18090852095833332,-0.5052978992916667,0.024096402,0.0,99.97265625
2,2023-06-05,4.794523493333333,-4.962713623,10.03144226,-3.781657282416667,-6.197546387,-1.211889648,-0.145114262875,-0.4981832901666667,0.0115796166,1.166e-06,99.97265625
3,2023-06-06,6.304390207916666,0.213861084,11.14949951,-4.670614623875,-6.253607178,-1.456350708,0.018054326333333332,-0.47862307225,0.008913719,5.22e-08,99.97265625
4,2023-06-07,7.003922399874999,1.433999634,12.09221802,-3.9657634735833334,-6.164572144,-0.884039307,0.08370145654166666,-0.516597741375,0.0086495,0.0,99.97265625
5,2023-06-08,8.934241866791666,3.045602417,13.70795593,-1.6712281544999998,-5.07980957,0.678872681,-0.23853810633333336,-0.7141621907916668,0.0050602,0.0,99.97265625
6,2023-06-09,10.623484547458334,4.505181885,16.07261047,-1.6944539388333333,-4.453115845,0.334970093,-0.19194857279166666,-0.6196820735416667,0.0039260200000000006,0.0,99.97265625
7,2023-06-10,10.46279741975,2.484307861,15.92044983,-0.51614990225,-4.679403687,1.130807495,-0.068025589,-0.2475547392916667,0.00698539,0.0,99.97265625
8,2023-06-11,9.91008211775,1.232751465,14.94382629,0.9619562783333334,-2.602651978,3.152734375,-0.026981830666666668,-0.2440192699583333,0.01263144,0.0,99.97265625
9,2023-06-12,9.560289637041667,4.230523682,14.29741821,3.2352411906666667,-2.129446411,6.290628052,-0.07886568704166667,-0.09760836758333331,0.042494397,0.0,99.97265625
10,2023-06-13,8.566977437125,0.489266968,13.67901001,5.3145233154166664,0.019296265,9.022943115,-0.009337107333333334,-0.09213574725,0.080035966,2.0886e-05,99.97265625
11,2023-06-14,7.708752568875,-0.479330444,13.30285034,5.704110717624999,-0.866339111,10.13559875,0.11105219520833333,-0.15067935004166666,0.103967778,2.446e-05,99.97265625
12,2023-06-15,8.525868987875,2.059716797,12.71898804,4.842762247791667,1.733132935,6.860635376,0.07869084679166667,-0.20601765320833332,0.044310998,7.08e-07,84.94425455916667
13,2023-06-16,9.439216868083333,1.959268188,14.10978088,5.1578231812499995,1.219125366,8.304421997,-0.0876903535,-0.161697506875,0.026983048,2.48e-06,58.6599934925
14,2023-06-17,10.680852508500001,4.521691895,15.45014343,2.4346087137916665,0.672616577,3.952416992,0.005315780708333333,-0.29362785804166663,0.031664863,1.08e-07,41.98339843958333
15,2023-06-18,11.521092350875,4.126641846,16.99651489,0.9276926675833334,-2.24223938,3.282128906,0.053447723375000006,-0.28355145462500003,0.017437054,0.0,34.246582033749995
16,2023-06-19,12.490164058083332,5.163552856,18.19812927,0.6181255341249999,-2.527960205,2.780862427,0.024108250874999997,-0.43066334725000005,0.006630401,0.0,31.074951175
17,2023-06-20,13.430550511458334,4.504434204,19.05675659,-0.5727453867916666,-3.193441772,3.077767944,0.04245797791666666,-0.48127686975,0.00054993,0.0,29.934814455416667
18,2023-06-21,14.466755168166666,6.608483887,19.94132385,2.1696754455,-3.704489136,4.312203979,-0.009953816750000002,-0.23539102066666664,0.0012984,0.0,29.565266928750003
19,2023-06-22,16.035056051208333,8.33727417,21.63996277,3.6437774658333333,1.01217041,6.077600098,0.014383316000000002,-0.2611740429583333,0.002477,0.0,29.45662435125
20,2023-06-23,16.256910579375,9.600961304,21.9309021,6.041262563041666,2.305093384,9.619439697,0.15171559658333333,-0.02876432737500001,0.0042922,0.0,29.42797851916667
21,2023-06-24,15.414943314291667,7.563562012,20.98891602,5.79256528225,1.634439087,9.365579224,0.29806772862500003,0.11273630458333335,0.00426544,0.0,25.48014323166667
22,2023-06-25,14.486777877583334,6.523568726,20.05939636,7.685144042958334,2.191384888,11.7368103,0.3742618560416667,0.33839225775000004,0.01247964,0.0,13.871093751875
23,2023-06-26,12.011107381166667,7.408746338,16.34723816,9.7079298655,7.293649292,12.83661804,0.32648976641666666,0.2831821441666667,0.055595437,0.0,5.933675130208333
